ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"45.77.39.10","elite","AS20473","SG","The Constant Company","192","Vultr Holdings, LLC","52644","socks4","5192","1","2023-06-12T16:26:47.834Z","56","1237","2217"
"195.9.146.246","elite","AS25513","RU","PJSC Moscow city telephone network","96","PJSC Moscow city telephone network","3629","socks4","4704","1","2023-06-12T16:26:47.832Z","99","2151","2168"
"45.122.45.49","elite","AS38571","IN","Channel9 Cable Network","290","N/A","5678","socks4","4909","1","2023-06-12T16:26:47.833Z","100","2222","2232"
"183.89.40.190","elite","AS45629","TH","Triple T Broadband Public Company Limited","179","Triple T Broadband Public Company Limited","1080","socks4","4710","1","2023-06-12T16:26:47.833Z","100","2217","2228"
"119.235.54.138","elite","AS45582","IN","VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA","190","Vainavi Industries Ltd","5678","socks4","4706","1","2023-06-12T16:26:46.250Z","89","1896","2136"
"118.172.228.137","elite","AS23969","TH","TOT Public Company Limited","182","TOT Public Company Limited","4145","socks4","4589","1","2023-06-12T16:26:46.245Z","40","877","2195"
"103.14.20.225","elite","AS131717","ID","PT Citra Jelajah Informatika","188","Sony Sugema College","5678","socks4","4905","1","2023-06-12T16:26:45.937Z","98","2168","2214"
"110.78.168.161","elite","AS131090","TH","CAT-BB","187","N/A","4145","socks4","3093","1","2023-06-12T16:26:45.938Z","82","1775","2162"
"183.62.58.37","elite","AS4134","CN","Chinanet","216","Guangzhourunbaoxinxikejiyouxian","1080","socks4","1602","1","2023-06-12T16:26:45.939Z","70","1555","2207"
"5.135.191.18","elite","AS16276","FR","OVH SAS","5","OVH","9100","socks5","4491","1","2023-06-12T16:26:45.938Z","98","2108","2158"
"202.159.121.209","elite","AS9340","ID","PT IndoInternet","183","N/A","443","socks4","4615","1","2023-06-12T16:26:44.152Z","100","2117","2119"
"211.174.114.225","elite","AS4766","KR","Netropy","303","seoulfnf","4153","socks4","5096","1","2023-06-12T16:26:44.232Z","100","2205","2209"
"177.38.5.147","elite","AS52964","BR","F?BIO MENDES DIAS LTDA ME","297","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4800","84","2023-06-12T16:26:44.153Z","87","1833","2108"
"194.6.233.122","elite","AS33927","UA","Ukrmirkom LTD","53","Specavtomatica Ltd","3629","socks4","4696","1","2023-06-12T16:26:43.944Z","98","2118","2172"
"89.237.32.65","elite","AS20485","RU","multi-origin SUTTK","87","N/A","51549","socks4","4810","1","2023-06-12T16:26:43.945Z","99","2202","2217"
"103.47.93.238","elite","AS134058","IN","Broban Internet Services Pvt.ltd","194","Broban  PVT Ltd.","1080","socks4","3515","1","2023-06-12T16:26:43.946Z","99","2214","2228"
"46.227.38.2","elite","AS51155","PL","TB Telecom Sp. z o. o.","82","Telemedian","1088","socks4","4697","1","2023-06-12T16:26:43.946Z","100","2194","2202"
"46.167.234.141","elite","AS16019","CZ","UPC Czech","43","Tkom Plus sro","5678","socks4","5012","1","2023-06-12T16:26:43.947Z","100","2228","2233"
"41.223.234.2","elite","AS37008","BF","Alink Telecom Faso v","177","N/A","80","socks4","5095","83","2023-06-12T16:26:42.435Z","99","2200","2219"
"201.210.242.29","elite","AS8048","VE","CANTV Servicios, Venezuela","196","CANTV Servicios, Venezuela","8080","socks4","995","1","2023-06-12T16:26:42.434Z","27","578","2172"
"177.72.112.161","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","198","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","4798","1","2023-06-12T16:26:42.236Z","99","2190","2210"
"178.212.48.18","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","91","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","3086","1","2023-06-12T16:26:42.235Z","99","2216","2228"
"185.214.187.104","elite","AS48858","RU","JSC \"ER-Telecom Holding\"","193","JSC \"ER-Telecom Holding\"","1080","socks5","4599","1","2023-06-12T16:26:42.434Z","100","2163","2169"
"212.50.60.231","elite","AS7155","TR","ViaSat, Inc.","1093","Esertelekom","5678","socks4","222","1","2023-06-12T16:26:42.238Z","88","1944","2207"
"119.93.123.229","elite","AS9299","PH","Philippine Long Distance Telephone Co.","225","Philippine Long Distance Telephone Company","4145","socks4","4614","1","2023-06-12T16:26:42.149Z","99","2188","2210"
"172.67.150.173","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","1420","1","2023-06-12T16:26:42.237Z","100","2208","2208"
"41.242.79.244","elite","AS37605","NG","General Telecommunication Networks Limited","288","General Telecommunication Networks Limited","5678","socks4","2601","1","2023-06-12T16:26:42.232Z","94","1976","2109"
"75.119.207.148","elite","AS26347","US","New Dream Network, LLC","192","New Dream Network, LLC","32238","socks4","5097","1","2023-06-12T16:26:40.434Z","100","2222","2223"
"49.156.42.186","elite","AS24492","KH","WiCAM Corporation Ltd","298","WiCAM Corporation Ltd.","5678","socks4","4998","1","2023-06-12T16:26:40.433Z","89","1973","2229"
"212.69.12.166","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","98","Orion Telekom Tim d.o.o.Beograd","1080","socks4","2883","1","2023-06-12T16:26:40.434Z","100","2181","2182"
"49.75.17.108","elite","AS4134","CN","Chinanet","278","Chinanet JS","44844","socks5","4706","3","2023-06-12T16:26:40.639Z","60","1277","2111"
"104.20.225.218","elite","AS13335","US","Cloudflare, Inc.","83","Cloudflare, Inc.","80","socks4","4499","2","2023-06-12T16:26:38.846Z","100","2222","2223"
"70.60.230.8","elite","AS11426","US","Spectrum","105","Fastlink Communications Inc","34116","socks4","3592","2","2023-06-12T16:26:38.848Z","100","2225","2230"
